Reference,Prediction
تونس بلد للامانه ذو بنيه تحتيه جيده جدا وهو حسب ما,tuns bld lmn tbni thti jid jd whw hs m
نجمشي ناخو خمسة بلايص بحذا بعضهم,nnajamc ila k uxxams allan isbah t abahbun
شراب واحد آخر من فضلك,sra bhd xr mnfbl
في أما وقت لازمني نكون في المطار,fi m wqt lzm  nkn f lmtar
صحيح كلامك ماهيش احزاب إسلامية هناك أما إلي أحبت نقولوا إلي أحنا,shix klmc m h s hzb slmy hnk m l hbt nql hn
حبيت الشراب هذا متاع الاستقبال بعد الركوب نشربوه على صحتك,hbid srbdm tar stqbl bdrgv msrbo ala saht
البارح و أنا نتفرج في قناة الجزيرة البرنامج متاع زياد كريشان,lbar eh wana n tferrej fiqanat ljazir a lbernabej metehzziya de krici
هاو كيفاش صنعناه البرنامج و كعبرناها لنقمة تي في برنامج يمين يسار متاع,hoki fes zinane hilbernem jukaberne hilniqme tisi bernem ji minisarim taa
حاسس روجو زادم على حكاية حزنها مستنيها في الدورة أما فمة تيار,hs rj sd m lhki hzn mstnh f dr m fm tyr
تقلي بقداش التالفون هذا,qlb qdg tlfn hv
في مهب الأيام تبسيمة المراه واقفة على كياس تبيع في خبزاتها الانجازات العظيمة هيا القوة,f mhb ym tbsm mr f  cys b  xz inj zim h qw
رقم الجهة هو صفر ثلاثة النومرو هو واحد و ثلاثين ثلاثة و عشرين خمسة و اربعين سبعة و ستين,rqm ljha hwa sfr  lnmr hw w
و هذا اسمي الحقيقي تحياتي لكل من دخل قبلي وبعدي,hv sm qq hy  m  qb b
وماعادش نعرف اش نعمل بالحق كنت مريضة بايتة في سبيتار كبير ومعبي بالمرضى إلي,wmd snrf snm bq mn bit f sbtr kbr mhbb mrz
مانيش موافق,mni smfq
بالله صلحلي هذي,bella isellah lihid
وين الأحياء,win lehye
سامحني أما نحب نسلم بيان السرقة,smhn m n hb sln bin ssrqa
سامحني ما نجمتش نتبعك تنجم تتكلم اكثر بالشوية يعيشك,te mehni manejim tsen tbbk nejem tetkelem kbrbisw y isek
العائدات متاعنا القديمة متاعنا القديمة ماجاش خلي باش يجي الجديد خلينا أحنا توا الكل لكل,lid mtn m mtn qm mjs xl bsjl jdid xln hn tw
العرس و تكملو في عقلك موش كل شيء لازم قبل العرس,rs wml f ql ms si z qbl rs
نجمة,n
قالتلك تحب تتفكر مطعم الطفولة كي كانوا يهبطوا حومة كاملة,fd l bd fkr mtm tfl k kn ybp hm cml
ويعلم ربي اش زرت وتلة وقصورات وقداش كليت لونقوست وكافيار وشربت اغلى,wi lm rbbi a zrt wt le u qsorat u qds klit l angust u kaviar u sirbtagla
حط الفلوس في جواب مزين,ht lflus fi jbmzi
نحبوا على الاول نزوروا وول ستريت,lhebb uhell awal nzur ubalstrit
الثلج رجع الثنية تتزحلق,fljrz n shlq
أحكيلي وينك استنى ساعة تحب قهوة أي اعملي قهوة بلاش سكر تستحفض على ال متاعك,hqil win stn s hb qw  ml qw blg scr sfb  m
يمكن هذا إلي خلاني عمري لا نقول لدارنا على ميولاتي ما حبيتش,ymkn hv xln mr ln ql ldrn  mjl mhbs
شنوا يفرق منتوجك على المنافس,shnun efrar mantou dicalanmonefise
و لشكون تشبه و كيفاش ديكور دارها و زعم شكونو إلي حبتو اول مرة,wlskun sb h kfas jkrdar wsr mskn  hbt w lmr
الشراب موش جديد تنجم تجدده,shira boshisdit najimjat
القطعة المكتوبة بالخط المايل تعكس التغييرات إلي صارت في سنين الالف و تسعميا و تسعين,qt mctb xp mi tqs yr sr f
موافقك ولى طبيعي,mwfqk wl tbi
قريت في خزندار والي أنا بنت باردو قلتلها كيفاش عرفت هذا الكل,qrid f xzndr wln bnd brd q  kfc rf hv k
شنوا قاعد يصير في آخر وقت,c nwaqqar tisirfi akrwaqd
بعد ما وعدت روحي أنو يستحيل مازلت نهار نمس الباسبور متاعي و نمشي لمطار,bd md rx n mstxin mz nhr me pspr mt ms mtr
قداش ناقفوا من مرة باش نبدل,qd yjn qf mn mr bs bd
تعرفوا كيفاش يستعمل التاليفون,tanfo kifesi staml telifon
عجبتني الخرجة يعيشك,hjbtn lxrj ick
لا في قناة الأرتي ولا هكاكة طبيعة فينا نحنا التوانسة نموتو على هزان الطحين,la f qnt l'rti w l hgk bfin nhn s mt l zin
عندك تمطط في العضلات,nd  tmtt f vl
سروال آخر,serwal axel
فيه برشا مطعم,fih brca mta
اسمي كيميرا نحب نلغي حجزي متاع نهار الجمعة,ism kmir hbn lrihs tn rjm
هيا الحكاية ما نا خاسرين شيء أما رابحين كرامتنا بالله يزينا من تطييح الخشم في,hy lhki mn xs si m rbh cr mtn bly zn m tt i lsm fi
الله الكاس ترجية تونسية وموش وحدي هكة في صفاقس على فكرة,lh lcs  rji tnsi ms whd hk f sfqs  fcr
فمة حاجة إلي ما تمشيش في كارطة بيتي تنجم تعطيني واحدة اخرى يعيشك,fm hj m msis f cr  b njm ttn wd xr is
الكلهم مطبوعين,cl mtbn
عندي اصغر منها في المودال هو بيده,handy ase remen ha f lmudir l hwabid
تصير ها الحكاية هاذي و هل أنو مازال عندي قابلية باش نعيش مع مجتمع,sirh  hgy h hl gn mzl  nd qbli bsg m jm
هو اسم الثائر الكبير و قد اخترته لانه شخصية مثيرة و يندر و جودها,sm s'r br wqd ixtr 'n sxy sr nz
من أول جديد و فهمني إلي حياتي ملكي وحدي و توا,mn awl jdid fhmn hy mlk whd w
بوهم فرنساوي أما فراس أصغر مولود في تونس خاطر روحنا لتونس نخليكم,bhm frnsw m frs'sgr mwd f tuns xt rwhn ltns xlk
عندي نفس العمر,andinafs lamor
الكلام هذا باش يعطي حاجة,lklam hv bst hja
باش تستنى درجين,bct ssn drjin
الصحفيين التونسيين ديما يتعرضولو في تقاريرهم السنوية يعني ما تقولوليش إلي ما في بالكمش,sfn tnsn   f rr snw n m dl s     cms
هكذا تردون إلينا الجميل إن شاء الله مربوح ونشرفو بلدنا تونس صذة,s trdn l jmil jl mrb w jf n dns
سامحني التواليت ما يخدمش عاوني,smhn twld m yxdms rwn
القهوة هاذي نحس روحي نعيش في كل تركينة من الشارع هذا فمة لقشة من روحي,qw hv  hs r s f  trkn m cr hv fm lqs m rh
لا يمكن ان تتجاوز وجهة نظر في شيء و القرار يبقى بيد الادارة,l ymkn n jw wj nz  s wqrr ybq by idr
ايه باقاج واحد آخر جاني للبيت متاعي تنجم تثبت يعيشك,ih bagaj wahda xerjan i li lbit m tahit n ajemt tabet i  icekker
ملح البانو متاع النباتات يخلي لحمك حنين و مالس,mlh lbn m t nb xl lhmq hnin mls
اهم زوز دولار حط الباقي عندك,y hmz dlar t bqi hndk
فاسدين راهي الخبزة تباعت بدينار في الازمة المالية لكن يحرز لعباد كيما الغنوشي انقذوا البلاد,fsdin rh xbz  bd bdnr f l'zm mli lkn irz lbid km ns nqz bld
عندكشي جولة آخرى,rn dks jwl oxr
تنجموا تسيبولنا الطاولة يعيشكم,nejm u tzebun a tawla ryicku me
خرج عليا,xracerli
وباهي فهمت توا نجي بحذاك,o be femt ton jibar zek
نحب نبعث هذا للغسالة وقتاش يحضر,nbt hv lgsl wqt c yhbr
نحب دبوزة صغيرة شراب ابيض,hdb z sir srb bt
فمة حانوت ورد من الشيرة الاخرى من الشارع,famehnu t wared mecira lexrem ccara
كي نمشي بحذاه ما يخلي ما يحطلي و أنا من هذاكة الكل,k ms bxd m xl m t n m hv l
دمت لنا فخرا يا تونسنا أنا تونسي أتكلم لغة التوانسة العربية و لا أتكلم لغة,dm n fxr  nsn n tns  ml wn s rb w  ml
هزني للسبيطار,huz dilisbitar
ايجا نتفاهموا باش نحلوا المسالة,yjn d fhm bc nhl msl
نحب نكري كرهبة بوات اوتو على نهارين,nhb mkr cr bbw t l nhari
لا تفضل تنجم تخلي اسئلتك للخر كيف نكمل نستدعيكم,l fbl njm xl s ltc xr kf cm sd
فايس بوك الحاجة الايجابية الوحيدة إني قابلت بيه اصحابي في المدرسة و المعهد,fcbk lj 'jb wd  b  sb f mdr  m
ايه على الاقل فمة حاجة تتشرب,i l ql fm hjt srb
سامحني أما كل شيء تاخذ,smhn m kl si xf
إلبس أحسن ما عندك اليوم سهريا شيك,balbesah simahandekkel yiwem sheriyacikk
أنا عطشت,n atst
توا نبعثهالك كان تحب استنى هوني,nb hl n hbs nhn
اليان الياباني يساعدك,lin lyban sdk
هز راسك الفووق على شاشة الحاسوب أتو تلقى مكتوب بحذاها هناك,jzs f  s sb w mb bv n
فماشي بلاصة تقبل الغسيل نهار الاحد,famac iblas ad taqbel leg sil nher lahadd
وقتاش يوفى المسلسل الماسط توا بعد ما وفات الكان و تهنينا على الوليدات,wqts f mss msd tw bd mwf lkn tnin  ltd
التصويرة المقال هذا حلوة ياسر و معبرة ياسر ياسر نشوفو فيها زوز نصارى طالعين كتف,tsir mql hv  i s r mb ri sis f jzn srt n
قرصنة مدبرة تونس نيوز اليوم الابيض و الزيتون الاخضر,qrn mdbr tns niwslium labit wztn axdr
فمة تقدم,fm qdm
نحب ارخص وتيل,nhebber xesuti
فمة شكون حلي جوابي,fma ckun hal jwabi
المكتوب بيد ربي سبحانو وإن سألتم الله فأسئلوه البخت وعنا مثل شعبي,t r sb wi s'  fs' w hn ms sb
الصدق اعز حاجة في السياسة,sdq rz hj f sys
الترينو هذا يمشي طول لادينبرا,trin wada yemc itu lladin bra
شباش نشوف في هذي الرحلة,sbs nsu f hvh lrhl
بلاصة ما يتكيفوش فيها يعيشك,bla samet kai fus fiheiaisk
شنوا الزيادة على الباقاج الزايد,sno ziad albagas zid
مشينا لرستورون على شارع الرميلة اختصاص طلياني وسبيسيالمون باستا اسمو لابوما,bsin rstrn li sr rmil ixtss tlyani spsi lmps smu la boma
بعد الخدمة و الطلبة كلهم يحبوا صوتها يقتل صوتها هيا بيدها دافية أما فيها,bd xdm tlb  m b st yqt st h bd dfi m f
وين المغسلة القريبة,win ml b
مسافرين الخطوط الجوية ايه بي سي رحلة سبعة مية و ثلاثة إلي ماشية لطوكيو بالله يمشيو للباب نومرو عشرين للاجراءات الحكومية,msn  jw  bc     i masi i b yms  bb nm  j' m
هايل برشا يا سيد شنوا تاخذ ديسار,hay lberc ayassayed cnuta xud isir
وبعمرو لا لقانا حد وين متخبين نبداوا نتفرجوا فيهم من الفوق كيفاش يلوجوا علينا,bmr lqn hd  mdbn nbdn d frj fh nf fs lwj n
اخلاق غير حميدة حكايات للصغير و الكبير قراصنة ملا,wl gir hamy d hkyt tsxir bd kbir qras n amal
قالوا إلي القريب ياسر منتشرة غادي,ql l grib s msr
تحب ناخذلك تصويرة,tebne ch idlygdo swira
و الله الزواج باش ايولي من المستحيل في تونس,wly zwj swl mn msh f tns
أربعة ليلات,rbr lilat
يقولوا كون اليابان بلاد غنية,yql cwn ybn bldgni
نحب تريكو صوف يديه طوال,nhebbetlikusuf i d ihiqwil
نلوج على كارطة أوريدو,louj ale cart auridu
نحب الونس ما نحبوش الشراب بانواعو جربتو قبل البايليز لا باهي على خاطري جربو و على,hb ns mn hb frb bnwr jrb bl plis lb  xr jrb
الكورة نكره الكورة نكره الكورة نكره الكورة نكره الكورة نكره الكورة,imikura microhalikura nicrohalikura nicroalikura microhalikura nicrohalikura
نتصور عندي الدوخة متاع الهواء,ltswr and duxn tr hwi
من الضروري يكون عنا منين نمشيو للماعون الرسمي للخدمة,nzrrc n mn msi mn rsm xdm
منين ناخذ تسكرة للميترو,mn nx tscl lmtr
روحي وخلاوني نروح الصبيطار بعيد يجي اربعة ادراج مشي على الدار أنا خرجت و الشتاء تهبط,rh yxln rw btr d jirb drj ms  dr nxrj s  b
اختار الشراب إلي يساعدك,ktar cra belli sirdek
تعرفني تونسي ونتمانا لو كان جاو التوانسة الكل هكة تونس في القلب,tahrafeni tunsi netmanna lukanja twinse kul haka tuns lqalb
الحبس للنسا كلمة عمري ما سمعتها قبل ما ندخل لحبس منوبة اليوم بعد,lhbs ns clm mr msm xbr m dx hbs nb y b
مفقتش كيف الفياقة نوقزت الستة و نصف,m fqt sk f lfyq nz s ns
تفاهمنا الثمنية و نصف بالوقت المحلي,wt mhl
توا الثلاثة و ربع,tawa tla ta urba
تحب نثبت تحت الكبوت,thbn tb hl cbut
ما فماش صابون في بيتي,sfmi sabun fi bit
ما قعدناش جنب لجنب,mqd ns jneb ljnab
انجم ناخذ بيت بزوز فروشة اتطل على البحر,najmnahubit bzz frus tlr bhr
فمة بنات دخلوهم لبيت الدجاج و أنا قعدت قالوا لي التحقيق يستني فيك,fm bn x bjj nq ql tq snf
شنوا إلي صار في صالة العرض اليوم,cnur lisar fi sat lard lyum
نحب قهوة حليب يعيشك,mhemmqah u hlib i hicek
تسعة و عشرين أوت,t sm srin ut
اللياقة في مخاطبتك للمشرف وألي يحب يطلب حاجة لازم يعرف كيفاش يطلبها,l yq mx msrf w h b j v rb fc b
بحذا بيت الامانات,bhv bt lemn
تحب عصير شنوا,thebbe  as ir cnun
نحب تفاح يعشك,nheb d effih yihicek
عندك حق كل شيء متاعك و من حكم في ماله فمة ظلم,nd q cl sim tm km f ml fmbn
بره كان تحب أخرج وحدك أنا مانيش مهبولة نخرج في نصافات الليالي,br  hb xj cn mn sml nxr f sft il
عيد ميلادك قرب,id mldc qrb
اكيد كيفاش نجم نعاونك,akid qi fei na smnawnika
هو شديت روحي باش ما نكلموش و بعد رخيت نلق تاليفونو مسكر,hw sd rh bsmc lms bd rxid nq trfn skr
انت ياسر سمحة,nettiyaser sebhe
موش متعاركة معاها امك نكذب على خاطر عيب وزيد مانا البارح كي تعديتلي,smt rk m m nksb  xt ib zid mn brh  dd
عاليا و أحنا قاعدين نتناقشو في موضوع معين ومهم فين تشوف فيهم الإستفزاز و التفاهة,li whn qbn nqs mm im  n cf sszd wdf
ردك هذا يأكد كلامي كي قلت بعدو الكرة من المنتدى العام لانو,rd hv g clm ql bb kr m r mdn
نحب نعمل نضرة على بيت التبديل,hbnm nbr l bid tbdil
قلبي يوجعني,qlb yjani
طلبت دجاج,tlump te jish
تسعين دولار لتسكرة مشيان بالصرف ولا بالكارطة,tsin dular l tskr msin bsrf  la blcart
اوه يشبهلي برشا,o yis behli bersa
في صندوق التضامن الاجتماعي كان في الاعوام الاخرة قبل ما يتوفى الانتريت متاعو كان حاجة,fi sndq tzmn ijjm cnf lrwm xr qbl m wf n  mt cn hj
تحب تشري روبة,theb tecrilub
ما نجمش نبيعلك هذا بلاش وصفة طبية,m jms b lk hv bls wsf tbi
سكروا البلاد على بقية العالم,sakkru leblad ala maqit lhalu
أنا عرست و الحمد لله العرس الكل تكلف مليون وصدقوني كل شيء,n rs lhmdl lrs  cf mdi sdqn  si
مافاقتش إلي فمة حاجة بيناتكم وما تحكيوش مع بعضكم لا قدامهم نكلموا بعضنا,m fq srf mhj n wthds m bb la qdm  cm bb
لازمني ندور على ليسار,lizm ndur h lisar
ما فمة حتى مشكل,bafama hate muskl
لازمني نبدل الدولارات هاذم,lazemnimbaddeladdul arathad
يقلقك كان نقعد هوني,iqalq kkanq rdhuni
قريت المقال متاعك و بصراحة تامة أنا أشك فى بعض المعطيات اللى قلتها,qrd mql mtr srh tm n sk f bb my ql
فمة ريحة زهر تضربك عالدخلة وهاك الديكور التونسي الحر وسط دار كبير في,fmrih zhr trb h d xl whcdcr tuns lhr wsdar br fi
قلبي باش ياقف و على هبلاتنا و سهرياتنا و تصبيحنا وسفرنا و السوربريزات إلي كانت تعملهملي,qb sqf  hb s  sn s  m hm
فمة بنوك قريبة من محطة الترينو,fm bn xrb mht trin
قيد نومرو بيتك في الضهر,qid nmr btcf zhr
قعدت في هاك الحوسة جبدت سيقارو و جابتلي صوفية قهوة عربي اعطي كلمة خوذ كلمة,qdd f hk lhs jbd sigar wjbd lsfi qh rb bti cm b clm
المدة الاخيرة صبو عليها ركام مباني حتي ان المنطقة اصبحت كانها عمارة مهدمة,md xr sb  km bn t  mn sb  n mr mhd
في قهوة مكوخر صوت امي يدور في راسي ويعاود و هي تصيح عليا,fi qhw mcxr sd'm dr f rasi w iwd hy hly
سوم الوتيل داخل فيه فطور الصباح,smltil dxl ff  sb
باهي كيف باش نطلقك بالتراضي ما حبيتش نطلقك للضرر ونخرجك بفضيحة,bh kf bs n tlqk btrd mhbg ntlqk lzrar xrj bfsih
ايه بجنب البنية هذي,i bjn b lbni hvh
ولا هم عندهم حساباتهم طفيهم ما عادش تتفرج عليهم فمى غيرهم برشا,wl n s tf s frj  fmm brs
نحب بلاصة باهية,nhb bls bhi
الضرسة القدامية عاملة فية,brs qdm m l f
أي نقترح عليك بكل ثقة جولة لمدينة سان فرانسيسكو هاذي تعطيك نضرة شاملة على سان فرانسيسكو,hin qtr hlyk bkl tiq jwl lmdined sn francisco hdih tatiq ndr caml li sn francisco
هل الكوارجي شنيا منفعتو لهل البلاد علاش يخلص جملة توا يلعب,c wrr nm fb bd is yxls jml twyl
بدلي بلاستي من فضلك,bet delly blostin  folk
من وقتاش و انت,men warhtis wintim
الناس لكل تنجم تعطي رايها أما نردوا بالنا خاطر الدستور كتبوا,nsclt n stt irih am rd bn xtr dstr ktb
إلا حبت حتى من بعيد المهم إنها متغلطش غلطة كبيرة ممكن تدمرلها حياتها,i b t mn bd mhm nm tl kbr mmkn dmr i
أو العكس لكن أكثر حاجة نتفكرها أن عامتها رغم الضرب و الطرايح إلي كليناهم شبعنا بالحق بالضحك,hwl xs lkn ktr hj fr n  md rm trb rix cln smn bq zq
شني الموسيقى هذي,gny msiq hv
لازمني نشوف طبيب,les haminins chouffent bibe
بقداش كراء الزحلاقة لشطر نهار,bqd scrz hliq lstrnhr
ظاهرلي كليت برشا,the herly clit wersha
في بالكم إلي في تونس دخلنا موسوعة غينيس للأرقام القياسية في عدد المهرجانات الفنية و الثقافية,f brm lf tn xnm ws ins rqm qysi f d mn ni wsqy
عندكم غلال البحر,hnm gll bhr
شنوما الكياسات إلي نبعد عليهم,cnm csd nbd l
وين إجي أقرب جزار,winiji yqrb jzr
عندي قرابة ألفين و خمسة مية دولار باليان الياباني,hand iqrabet fin xemsamiya dlar bilian liban
كاس يمشي و كاس يجي لين وفات بليلة حمراء في لون الروبة,quessime so quesigili non fait bli la hameraquifomnjob
سامحني نحب نعدي قضية,smhni n hb d qdi
دارو وهو متكي على فوتاي حاجة تفرق بين تجربة سفيان و تجربتي,dr hw mtk   ft' hj frq bn tjrb sfin tjrb
ثمة شق كبير يدعم الحكومة و يدعو إلى الهدوء إذا اردتم اطاحة الحكومة,tm sq kbr yd cm yd hd' v rm t hcm
البرانيين ينجموا ياخذوا كتب من المكتبة,lbranin inajm yaxtu ktub lmaktba
نحب بيت لزوز بقداش تسوى لليلة,tnhabbit lzuz bqadit as wallila
نروح لداري بعد الجمعة إلي عديتها بحذاه وهو شدني من يدي قالي,nrwh m dr b jm dit b w sdn m yd ql
لازم تكلمني يعيشك,lzm tklmn ick
ما تمشيش تنجم تشوف مصورتي,ma tameciyecten ajemecuf mesawalti
نقولوا جنة على وجه الارض بلادنا عندك الحق عم حمزة ما عادش تصعب عليهم المواضيع,nql jn l wj r bl nd q  hmz j sb  mw
موش هكة الكل حويجات موش غاليين,mucakkel kun hwijat mucqadin
فماشي بلايص سماح في الحي,femmec yeblayesesmah f lhay
ببلادو أنو يفرح كيف يرا حاجة كيف هكة أما لو كانت صحيحة,bbla dn yfrh kfrh jkf hk ml cn  sh
عندك فيلم مصورة بالألوان,hndg fi mswr b l wan
نشوف في شعبي إلي كان على حقو يثور نشوف في الناس تتقاتل تنهب و تغور,sf sb l kn  q  sf ns dq b dr
سامحني نجم نمشي,samahenien ajemnemci
عشرة طوابع يعيشك,a asro tuib e aisig
بسم لله,biz mille
تونس باي نايت اعرف وين تحط ساقيك تونس باي نايتدز دورى,tuns bai nait aref nin tatsaqik tuns bay nait diz dor
ويلزمك تستنى لكسبريس سويعة اخرى فيصل الصمعي للتعليق على هذا الموضوع,wils  sn xprs w xr fis sm  tliq hv mwb
نشوفها ديما الصباح في الترينو,sf dm sbr f trin
فيه سبعة انواع من الفتامينات و المعادن,f sb w mn vtmn md
تنجم تطيح السوم لعشرين دولار يعيشك,njm tih sm lsrin dlr isg
مازلت ما قررتش تنجم تعطيني اكثر وقت,mezelt ma qerrer tec tnajemt r tin yaget l waqt
أول حاجة انت متأكدة إلي فمة حب بيناتكم على خاطر ما تنجم تبني حياة جديدة,w hj n k  f  b  xtr jm bn hy jd
كان من الأحرى ان يموت حبا في فلسطين لا في كورة,cn mn r n mt b f fltn   cr
ولا جابوا طفلة رباوها على قيم الفساد هو كي تجي تشوف فمة جانب محافظ,wlajab tfl rbaw hli qyam lfasal hw kjicuf famajan bmhaf
زوز تشيزبورجرز يعيشك,zuz chisburgeriaisk
لكن نعطيوا الأهمية لمركز التكوين يلزمو يولي في,kn t m mrkz win zm wl f
هذا وضع السياحة في تونس سياحتنا مصنفة الثانية عربيا بعد الأمارات وتحتل المركز في العالم,hv wb sy f tn sy n msn f n rb bd imr wh mrgs f l
باش ناخذ اكبر دبدوبات يعشك,we snec op ekpet ap dolpit jais
جنات تكمندي في زي تنكري باش تعمل فيديو عالتيك توك هاذي,jn tcmnd f zit nkr bstm vd ctq hv
ضهرلي فمة غلطة في العدد,bhl m wlt  d
موش معمول بالباهي,msmml blbh
في أما وقت لازمني نرجع,f m wq
في الصاك هذا مهما كان الطقس,f sk hv mm cn tqs
يصيح وزيد ياقف وسط الكياس و يلوح هاك كعبة الويسكي تمشي قزاز ويرجعلي ليا أنا,yisih wzid iqfws kys wila whak crbd lwask dims gzaz yrjn il ya n
من هوني للشط,menhun illa ccat
اي هايل وقت فطور تحب نحكيو واحنا نفطروا,i hi lwqt ftr thbn hki w hn nftr
نحب كعكة يعيشك,nhebkak ai isk
نحب فياقة يعيشك,nhep f ayiqa yhicek
انجم نهز الصحونة,nj mn hv shn
لا يا سيد اليوم نصف النهار معبي الكل أما غدوة باهي,l syd m snr mb  c md w b
ياسر غالطة فكرة اني نخبي فلوسي لبعد الانتريت و كي نموت و كان,ia sr t fcr tn  xb flus bd intrnt wcmut cn
زوز من الناس,jouzmenes
انت البارح قلتلي ركايب العزوزة البارح مشى في البارح اليوم طاجين مشرق,int brh qtl rcib zz brh msf brh ymt jn msr
خرج توا,crajtau
سامحنا رانا معبيين غدوة الليل,smh n rn m bin gdw l
ما تقليش راني معاه أنا مع روحي أنا حر تحيى تونس,mdql srn m n m rh n hr thi toms
بالله يزيو بلا إستفزاز و تفاهات الترجي و الأهلي عندهم ملايين المحبين,b z sz f rj w n ml mb
ليتقدم ببرنامجه و يعرف ما عنده من مشاريع سياسية أو إجتماعية و ينتظر كلمة الشعب,dm mg wyf    msr sys wjm wy cm sb
قصة حياتها و التحف إلي كانوا في دار مماتها ونحكيلها على مرتي وفجعتها على بيعان الدار,qs  i  f kn f drm mt  nhkl  mrt j   b n d'r
تعرفشي فماشي وتلا رخاص,trfs fm swt arxas
ضاهرلي راك عملت غلطة البيت خالصة من الاول خذيتهم,zhr l rk mlt glt bit xalf m lw  xvt
منين نطلعوا للبابور,mn tl bbr
جابوا طفلة رباوها على قيم الفساد هو كي تجي تشوف فمة جانب محافظ,jib tfl rb l qym fsid hw kjc f mjn m
