Reference,Prediction
في القهوة هاذي نحس روحي نعيش في كل تركينة من الشارع هذا فمة لقشة من روحي,flq v hv s r sf  trkn m cr hv fm lqs m r
عندك سيقارو,hndg sigar
و هي كانت تقول عليا مهبول كنت انجم نحكي معاها في المواضيع الكل نفرغلها قلبي نحسها,hy cn ql  mbl n njm hkm f mwv  frgl qb hs
كيفاش كانت,kif ackant
أنا زادة,nzd
بربي يا جماعة شني الحل متاعها الحكاية هذي و يقتاش باش,brebb azmer asni ilhellemt ahelh ka ad iw yiqtas bassen
ما مشاش معايا,mssmg
كبار برشا,kbar borsh
قداش تاخو للاجراءات,qd gx ij't
كيفاش نعملوا باش نمشيو لديزني لاند,kif c nhml bs nmsiw disny land
ايه عندنا حجز ليلك,ih anahaj zlik
تفضل يا سيد,tfbl ysid
فمة مجروحين,fm mjrn
إلي تعدى و فات ينجم يرجع إفريقية صفحات من التاريخ طريق للمستقبل,td f n jm r j 'friqy sf mn trix trq mstbl
تصنف باللي يجي كيما يقولوا خنانة البي تردها حلقوم حتى بلاش لحم ديما,snf blji m ql xnn bid rdh qm ht ls m dim
نحبو نخلصو كل واحد عشانا,mhb xc  w sn
مع النظام السابق حاجة أخرى نلقاوها في هذوما هيا بتصاور متاع فيلم ظافر,mn vm sbq hj oxr qw f bm h bswr tf zfr
مع فطور الصباح التاكس و الخدمة داخلة يكون بخمسة و اربعين دولار الليلة للواحد,m ftr sb xs xdm x y    w
لين تخرجت و أنا الاول فيها ولاول متاع القسم زادا,l xrj wn w f wlwl mt qsm z
نحب نعمل حجز لطاولة من الساعتين لتسعة متاع الليل يعيشك,hb n m hjz twl m sn s tlil sk
حتى لا ننسى سجل توا و اربح رحلة إلى شمال المتوسط,t lnns sj w wrb rhl i sm mws
لكل من يعيش في تونس فليلفت إلى مجتمعه وليترك هذي الخرائط,l m s f tns  ft i mjm r hv xr
معملتوا شيء ثانبا إذا خرج الغنوشي راهي البلاد في خبر كان منذ وقت طويل,mml ls tni iv xrj ns rh bld f xbr cn mnn wqt twl
تلقى روحك تعيش في الناشح فيصل الصمعي للتعليق على هذا الموضوع,tlx rx s  nsh fysl sm tq  hv mwb
حذايا هاو فمة الوسع هوني و أنا نهار وطول نبوم وحدي صوفية إلي فيك,hvi fml shn wnnhr tn bw mhd sfi lfik
جيت باش انقل دار كاملة هيا طلعنا الفوتوي حليت الباب و ياهول ما لقيت,jd bs nq ldrcm hy tln lft hl bb y hw mlqit
دور على الليسار مع الزنقة الثالثة,dr  sr m zn q sf
ما تشجعش في فريقك بالباهي,mtjas friqk blbh
عندي حساسية فوق يدية,and hssy fqidy
من عدمها إذا الطفلة هاديكا عطيها تعرس فقط و هذا إلي ما يعجبنيش,mn dm iv fl hv t trs fq hv m jbs
إلي ماشي للجامع إلي ماشي يخدم وأنا قاعد حياتي واقفة نخمم في الباك نسمع,ms jm ms xdm wnq y wf xm f bk nsm
نحب سطوش ماكياج,nhbs tus mkias
نهاري منجمش نطلبه من عنده أما شنوا تقصد بالضبط,nhr mnjm ntlb  d msnn txs tbt
في أما وقت,fi m wqt
عندي زوز خواتي بنات,an disus cwet ebnet
عندكم نشرة على الأحداث,andm ncr  'hdf
زوز كبار و زوز صغار يعشك,zozekbarozozrare aisk
نحب نحط هذا في صندوق امانات,b t v f sndx mn
باش ندفع خمسين دولار,bsnt f hmsn dlr
لازمني نطلب منه باش يكلمك كيف يجي,lzm ntlb mn  bskl m kfg
انجم نكري ادوات متاع غطس,njm nkr adwt trs
فمة وين نحطوا الجوابات قرييب من هوني,fm wi n ht jvba qrb mn hni
اه باهي تصور قداش الخدمة هذي تاخذ كان تطرح سؤال ثاني على كل واحد ايجا فيسع و خوذ باقاجنا لازمنا توا نمشيو لمكتب الديوانة,sw xds xdm hv xn n ttrh s' n   w ij f sxz bgjn lzn twn  s mctb dwn
فكرة باهية معمل وقتاش جاي,fkr bh mrml xtj'
باهي ما فمة حتى مشكل انجم نشوف باسبورك,bh m fmh mskn njm sfpsprc
روبة سمحة إلي لابستها,rb smh l bst
عطاتك مخيبها كلمة سترها تحسها متاع عبد عامل جريمة وقتلي هو جايب,tt mxb km  sr  sm b ml jrm wqt w jb
العشية تنصب الشعبي متاع دزاير العاصمة و تسلطن دايوغ حفظت برشا من ريبرتوار الشعبي,lsi nsb lsb thd zir lsm slt n dix hfst brs mn  rprtwir lsb
قطر ولا الأمارات تهز حتى كأس الحومة توا تشوف دنيا كيفاش تتقلب,qtr wl imr z t cs hm  wcf dn kfs qb
عملت حجز باسم تارو تاناكا,hml hjz bsntr tnk
هاك الكلام إلي يقولهولي و هاك التعنيق بالقوي و البوس من طرطوشة,hc klam ql h yhc tnix blxwi wlbs mn trts
أقل منها في أوروبا و أمريكا من يستطيع ان يصدق هذا,ql mn f 'rp w'mrc mn st  sd v
يمكن أما لازمنا نحطوهم بعاد على بعضهم,ymkn m l zmn ht b r bm
وسبو تونس وقالوا ملا بلاد وولات هيستيريا جماعية و بعد نفس هاك الناس هذوكم عرضوهم,sb tn sq bld w sr jmy bd nfs  ns hv r
بلاش حليب يعيشك,blishlib aisk
اوه يا ربي ما كنتش نتصور باللي مازال عندي هذا,hy rb m cn n swr bmzl  nd hv
فمة حوايج تستاهل تسكر عليها خاتر بالحق لازم تتسكر كيما المشاكل,fm wg s skr  xtr q lz skr km msk
اليوم فطرت شطير راس علوش مصلي يعمل كيف وهو ما جعلني نتذكر موضوع هجرة,lym ftr i rs s m ml kf whw mjl  zr mb hjr
حجز للسبعة باسم مانو,hajz lssba bsmanu
انجم نخلص بشاك سياحي,njm lxlc bsq sy
ضربوني,brbuni
تبدل فلوس متاع البرة,tbd l fls n tr lbr
هانا مع بعضنا اليوم فقت فرحان عرفت تحس روحك فرحان وتضحك من غير سبب,hn m bnn lymfq frhn rf sr frhn td nr sbb
أنا و الله متأسف,n  lm asf
على مية,annemie
هذا عم الشادلي,hada amecedli
متقاعد بحبوح و معروف بخفة الروح,md qd bhbh  mrf bxft rh
ديمة يعاون باللي ينجم على خاطر يحب الناس الكلها تقدم,dm wn bl njm  xtr hb ns   qdm
و بفضل إدارتي معادش محتاج يعدي نهار كامل من بلاصة لبلاصة باش يسقد قضياتو و قضيات أحبابو,fb idr m s mhtj d hrkm mn blas bls bs sgd qd it qd thbb
على خاطر الخدمات الإدارية قربتلو و تجمعت في فضاء مشترك واحد,lxt xdm idr qr btl wjm f fb mr w
نلقاو فيه مجموعة من الخدمات الأكثر أولوية عند المواطن حسب احتياجات كل منطقة كيما البوسطة البلدية steg sonede,nqw f mjm m xdm 'ktr wlw n  mwtn hsb htyj  m km lbst lbdy sg snd
القباضة بيرو الشغل صناديق الضمان الاجتماعي الثلاثة و اتصالات تونس,lqbad br cl sndq zmn jtm  isl tns
في شباك الكنام سلم عم الشادلي بطاقة إسترجاع مصاريف دواياتو,fi sbk knam slm rm sd btq strj msrif dwid
مع عون السينربياس إستخرج شهادة التقاعد متاعو,m rwn snx ps stxr sr tqd mtr
و في اللخر تعدى لشباك البوسطة و صب فلوس في الكارطة إيدينار متاع ولد جارو,f lxr td sbk lbst wsb fls f crt dnm trw jar
الحاصل إلي كان يعدي فيه نهار كامل عم الشادلي قضاه الكل في سويعة من زمان بركة و في دار خدمات واحدة,lcl il kn d f hr cml m sd qb l f swi mn zmn brk f dr xdmt whd
و على خاطر عم الشادلي و التوانسة إلي كيفو يحبو يقدمو في حياتهم إدارتي قربتلهم,wl xtr m sd  wwns kf b qdm f hyem idr qrb m
و باش تطلعوا على باقي الخدمات إلي يوفروهملكم les maisons de services إدارتي,bs tl l bq xdm l wfrh m lmzn dsrvis drt
نحب نقدم,nhb qdm
اصلاح منظومة الحماية الاجتماعية من أولويات البلاد لتكريس العدالة بين جميع فئات المجتمع برامج الدولة اليوم ماشية و تزيد و يلزمنا نحسنو فيها و من أهمها إحداث برنامج الأمان الاجتماعي للفقراء و ضعاف الحال,islh mnzm xm jm mn wwy bd rs dl b jm f d mjm brmj dw  ms  d wiz sn f mn m id bmj mn jm fr wtf l
المنتفعين بالمنحة الشهرية وصلو لي ميتين خمسة و ثمانين ألف و شهريتهم تنجم توصل لميتين و أربعين دينار حسب عدد أطفالهم و حالتهم,lmnfn bmn shy wsl  sm jm ts  dnr hs  fm hltm
التغطية الصحية توسعت أكثر باش تزيد تشمل العاطلين عن العمل و تضمنلهم حقهم في العلاج الاجر الادنى تزاد ثلاثة مرات في الثلاثة سنين لخرانين ألفين و سبعتاش ألفين و ثمنطاش و ألفين و تسعطاش و هكة المتقاعدين في القطاع الخاص تزادت جراياتهم,txt si wsd kr bs z sm tn n ml wtzmm q f hlj j n   m        m  f q  d jrm
و تمتع بها اكثر من ستمياء و خمسين ألف منتفع,mt b 'knr mn    mf
من ناحية أخرى ما ننساوش منظومة احميني,ni xr mn nsws mnzm hmn
إلي تبعثت توا توا للعاملات الريفيات في القطاع الفلاحي,bz w w ml rfyt f qt fl
إلي باش تسهلهم التمتع بالتغطية الاجتماعية و التأمين عن حوادث الشغل,s m  ijm wmn n wd c
من خلال الانخراط عن بعد بالتليفون,mn xll  nxr n bd btlfn
مع إحداث القانون الجديد إلي ينظم النقل متاعهم,mra hdat lqanun jdid ili nazem nnaq lemtihem
و على خاطر اليوم قاعدين نسرعو في رقمنة الخدمات الاجتماعية و تحديثها,xt m qn s f rqmn xdm jm d
بدينا العمل بالمعرف الاجتماعي الوحيد مع توزيع البطاقة الذكية لباس,dn ml bmrf jtm wd m twz btq y bs
إلي باش يتمتع بها أكثر من سبعة ملاين تونسي تابعين للضمان الاجتماعي,l bs m y tr mn sb m tns bn lzmn ijm
و نزيدوهم بطاقات العلاج أمان إلي قاعدة تتوزع على تسعمياء ألف عائلة محدودة الدخل,wnzdm btqt lj mn lqd  wz  s m  f l mdd dxl
و هكة نكونو قدمنا خطوة كبيرة,k nkn qdmn xdw kbr
باش منظومة الحماية الاجتماعية تولي شاملة للتوانسة الكل,bs mnzm hmi jtm twl sml wns
نحب نقدم,mhebb n qaddem
رجعة صغيرة قبل ما نحكيو احبابي على منافس الترجي,rj s qb mnq bb  mnfs rj
المحتمل في ربع نهائي رابطة الأبطال الإفريقية التشمبينزليغ,mtml f rb n' dwr abtl frqy campins lig
نحكيو تاريخيا شيخ الأندية التونسية بي أربعة تتويجات,nhk trxy syx 'ndi tnsi brb wjd
من ألف و تسعميا و أربعة و تسعين لي وقتنا الحاضر,mn   wq hbr
يسع الترجي بي قيادت راضي الجعايدي للقب الخامد خمسة و خميس و حاضر محمد و الغيب إبليس,is rj yd rsj id  qb      s
لحظة قبل ما نينسا احبابي مبروك لي شباب أمال الترجي الإنتصار بي ثونإيه مزيانا على النادي الرياضي لي حمام الانف,lb  bl mnns bb mbrq sbn m lrj ntsr ni mzin  nd y m f
الاهداف خليل الخنيسي في الدقيق ثمنية و ستين و زكريا العايب في الدقيق ثنينا و سبعين مبرو للترجي,df x ns f   zkri     mbrk ltrj
الأولاد,la l ele le e lelen le de e nl le
اليوم معا بعضنا,byom bbn
باش نحلو لغز,macen hellu luxes
لغز اليوتوبرز متاع تونس الكل معرفوش يحلوه,ugezz lyutube rzemtar tunes lkullema rerfuc ihellu
لغز هذايا صعيب,lxz v sb
عالاخر في اليوتوب و حد ما فهمو,xr f lytb whdm f
كيفاش تطلع في treanding page,yi fis dat lak fe trending peech
أنا سعات نعمل فيديو أول نهار يعمل أربعين ألف views في خمسة,ana sahat n raml lvidiyu awal nnhar iaemen rbina iiu
و ما يتلعش trending page و ساعات نعمل فيديو,u mai atlasat rending usa a anamin vid
فيه عشرا آلاف views و شوايا كومونترات و شوي جامات,i aser lafn views u swae commun deresaijime
يطلع trending,di lat renti wd
لذا اليوم معا بعضنا باش نكتشفو اللغز,nivi lyum bbn s hg ggn
أنا أنا اليوم,dee in wd
نحب الفيدو الديا تطلع trending شنيا يلزمني نعمل,hbb lvidio in ttl friend sny zmin hw
اليوم معا بعضنا باش نتعلموا,yum bbn bsm tlm
نحاولو نوصلو الفيديو,how dod wast lo id
كي ندخل ل trending page شنيا نلق,kinu dxel letrendig pi snein alq
كلاي,cloi
سانفارا بلطي,sanfere balti
جيجيا و نهبتو لوطا فمة رابرات اخرين,zeziia onabtoluta fama raperitekno
كيما نادر gh,ki men ne dirzihas
danc step one يلزمني,l danq len qen qe inn l li l se
نكون رابور يلزمني نكون رابور,raper izennin kel
مافهمتش أنا كيفاه مجاتش البالي,ee vien s in iki fees mear zit sil baly
إلي يلزمني نكون رابور باش نضهر في trending page,ililzin yi kurr a perbish nothorfi trending page
نكون رابور,paepoepi p
مكي لازمك تكون رابور مكي مكي تصرف لازمك تكون رابور نلوج على انسرو نلوج على انسرو,miy rapur i maki dsarraf yizm kurrappur lawjr l'instri lawjr linsri
خالد بو شلاكا,xaned bucli ga
راكش عاليوتوب راكش عاليوتوب,nexs wer analistu rekisa aliju
راكش عاليوتوب و ناكل في واحد مقلوب,reksan yuju pu ne gil divehat makluap
ناكل في واحد مقلوب تاوا بارد,nikfi weyhad maqluubta wa berid
و تاوا بارد جبن ما حبش يذوب,utawa perat wispen mahapsiithu
الجبن ما حبش يذوب الجبن ما حبش يذوب,sp babst spl b habsit
الجبن ما حبش,ales id ma hapi
و تاوا ناكل في واحد مقلوب,utawani kli weihat maklu
الجبن ما حبش يذوب,risbik m habsitr
الجبن ما حبش يذوب,sb mhbsi r
و تاوا ناكل في واحد مقلوب,w nk f w mqlm
ستانا,m prc tp
اان,a
منلعبش fifa نلعب كان ال pro كلاي ميهموش,bn al a absil fisan l ab gil le beru  ki la i ma in hiin gu sgu
شكون إلي ضدو,ceanivet dee q
لنا قز قز هاو فدو و كلاي باش يدبحو,ne gis gis hawa fat ge i kanai bis jal
زيدوا زيدوا زيدوا سبو,si t si t si t s
نخدب commercial و كان عجبو,w nsdm cmrsia kn
كان نكلم ولاد الحومة التو في لحضة يهدو,gnn lmrd lhmaa twa f lz
زمنن قلمن mother fuck الم ن تبا fifa تبا قلمن عبادن بهمن كلاها بهمن عبادن,zmn r   m b f tb qlm bd bhm  fm bd
albome المتاهة,qalbhom illmetieha
سيك جونا باهي تهنيت,si ik ze wna bi ten
عل بوت متاع رابورات تاو نجم نطلع في,a pa inaa ara iiad laalasiadla
أما مزال,amma mizir
مزال فمة لغز واحد آخر في trending,mzil fma lgz wig gf
تدخل ل trending page تخرج امراض جنسية حمد لله يا ربي,tedxel latrannig pic texrajb amrad jensaya hemdul lah rebb
clip نرمين صفر,tlip n rmin sfr
توا فهمت إلي لكليب ماصت و عاملينو بلعاني ماصت باش لعباد تتفرج فيه لكن,fhmd  klp mst whmnn hw bln mst ms lb  frg f kn
فمة rouge يحكي على كليب شقو دقو,fm rj yhk klbs qd
و مشكلو فاش إلي مهوش الروج إلي مهبط الفيديو,fs lms rs mb v
rouge trending موش rouge مهبط الفيديو يلزمني,ruz trendning am musa ruzm habotil videu
نفهم يلزمني نلق حل,izen in efhem izen ina lqahal
شنيا ادية اهداف الريل مدريد و برشالونة تعليق حافض الدراجي شاشة كاملة hd,sh hdfry mdrd brslna tliq hf drj sskm l hjd
شاشة كاملة hd,isse ke mi lahas di
لولاد اذيه لازم تتحط في تيتر متغ فيديو ادية شاشة كاملة hd,d ada ilzem thatfe tidert ral vidio i cecakim ila hujdi
باز آذك هو السر ورا trending page متاع,baz ad ik ha w asser wara a t ren ding  ime bah agg
خمم في عرضك قبل ما تحكي على عرض الناس,xmm f 'rb bl m thq   rz n
سارا هذا شتحبو اليوتيوب,sot et es nid hybl yow do
ok اكل عبر متاع فوسي توب,a ge ga l gi bar a ta  gasi gub adg
ok ok جونا باهي,luki ikizonebi
فمة برشا كورة لولاد برشا كورة الحق متاع ربي,bem barsakur lwlyad barsa kur alhq tlbb
freestyle نرمين صفر هام برشا يحكيوا على نرمين صفر,wistara n rmi nsfr armera n ca ah kwalan rmi nsfr
ياخي علاش برشا يحكيوا على نرمين صفر,xilic mers ihk wla nrmi nzfr
تقشتيلة على نرمين صفر شادي,inqasteli alnermen sfr sedi
بلاهي خن نتفرجو,dae le e e we d
خنشوفو لولاد خنشوفو هديا خمسة و تلاثين في ترندين,txacufu nulihi txacuf d ixams tutlitin fetrandig
لولاد خنشوفو شنيا إلي يلزمني نعمل,ld  xan cuf ucnaya l yilzen inahmel
أربعة و عشرين ألف views من أربعة و عشرين مارس,qrb  g alviw mn rb  mars
يعني تاوا عندو قريب جمعة و هوا في trending page يلزمنا نلقاو حل و ميتين لايك,r jn tw nd rb jm ww f rndng zn n qw l wm l
أنا عمري لا عملتأربع و عشرين ألف views و ميتين لايكس الحق متاع ربي قريب تلاثميا لايك,n  m mr lml b n viws min lixs hq trb qrb m lixs
يلزمي نتبعو الفيديو هذايا,nzmn tbr lvideot
يلزمني نتعلم مل فيديو,wiin in pallem wil widwe
كفاش نجم نتلع في,a li pi isa  a ne s an nalle
نبدا الفيديو متاعي ب ابوني في الكوان,h nbda lvidiom tr bsabuni f lkwa
لولاد انزلو ابوني تاو لولاد انزلو ابوني,yat inzl abni twl lyat inzl abuni
كلها تنزل ابوني اعملولي ابوني في شان يوتوب متاعي,mbbten kull ha tenzen abuni hemelu li abuni afjin yutibemtir
ابوني يلزم تعمل ابوني,bn yisn t ml abun s
يلزم نحط اللوقو اعملو ابوني,izn htlkm lhni lg aml abni
اكايا مريقل,dii wew wp
نرمين صفر ok,mine ver oq
شكونو راس لبغل,skonlans lebran
لولاد اليوم باش نعملوا,te le l em snam le
ردة فعلي على نرمين صفر اا قصد صفر,rd fl  rmn  s sfr
او اخزر عندو دقنونة هابطة تقولش عليه لقلق عرفتو أك طإر اللقلق أذاك,zr nd and ddgnun nabt qrs an i lql qraft  rlql qivk
عرفتها اكلي تسكت و تريليزي فاش قاعد تعمل,nf kl skt mtrlizi f sq ml
trending page متاع تونس,trending paige antaturs
باقي,pe pe qi
باقي يلزمني نلق حل لولاد باقي يلزمني,biq i ilzen mina qa ha l l u lii biq i i lzen n
نلق حل باقي مانيش متأكد إلي فيديو هديا باش يوصل,mnnis mnkd vidi b
عملنا راب عملنا ردة الفعل باقي حاس ناقص حاجة,men rrab hmen rredet lferel biq ihasen iqesa haj
شنيا هذا,nei
عندي منهم ادومة يعني نجم نطلع trending page أنا,rndi mnh mvum at njm nbl trndg pijn
تره خلينا نشوفو رد كارثي من اوه اوه,tlaxasuf ra ddkiri timenni
plus dixhuit في تيتل باز,pliise di s wi il fer qila l beis s
plus dixhuit في تايتل باز معناتها views,plese dis weat for titl birs might have use
و كي العدا مهيش هيا مهبطا الفيديو,wkl dm si hbt vd
ok يضهرلي باش يتلع تريدين يلزمني نهبط الفيديو في شان وحدا اخرا خليني نشوف,zmsnt latrending izl nhbt l vidium t sn whd mans
اسمعني صبري,as manis
آخر مرا تعملي في كومنتار مكي klickbait,in germarret amellifi commandeer mekiclik
ياخي نسيت روحك وقت إلي خديت بيتزا في سوسة فاها جبن خايب ok و أنا عونتك باش كليتها,s rk wq xv pz f ss f jbn xibk in wd bsk
و نسيت روحك وقتلي بينت روحي فل فلوق متعك باش انت تنجم تحط اسمي في tags,wns r  w  bin r f vlgmt bx in jm p ism f tagz
و نسيت روحك كي حاتيط اسمي tags باش تعمل klickbaits بعديك,un sit ruhik kar dit ismi fi taxs bistarmeliklikb
ضهلي نسيت روحك انت يا سفنارية يلي بيتزا خايبة ومتفهمش في حتى شيء متعرش حتى تحكي تليان بلقدا يضهرلي نسيت روحك يا سي سفنارية,ithr nst rhk nt ia sfnria y l pztk xib m tfhms fi hti sy wm trs ht thk itlyan blkd thr st rhak i s sfnaria
مريقل,brik
مريقل apparament جوي باهي تاوا تاوا جوي باهي,mriigin abara musa wiibeeye taru tawusawiibeye
تاوا جوي باهي تاوا أنا فرحان ناقس حاتا شيء,tw jwb twb n frha niqs ht sy
c'est bon لقيت كل شيء,sb lqid n si
ناقصة حاجا بركا لازمني نعملها sponsored على الفايسبوك يعني ساهلة عالاخر تاو,niks ahaja bark idel i zen inarmalha sponsr yizih ha facebok yni sehl han lxr taw
عملنا راب,am yn yra
عملنا ردة الفعل و التقشتيلة اا يلزم تقشتيلة,mn rv f sl iz
تقشتيلة في تايتل,de  atielen vertuitel d
تقشتيلة على نرمين صفر,e kastila hala nermine sfer
إلي هيا يعني صعيب برشا باش تقشتلها الحق,l h yn s brsbsqstl lq
و قشتلنا راس لبغل إلي معها إلي لابس توقلش علاها اكا لوحدة متاع توالات,wqstn rsl bl b llb sls lqlsn wd  lbb
تقشتيلة,dqastil
يلزمنا نوفاوها بعبر,mir sumnen no fiub
يلزم كيما لهنا خمم في عرضك قبل عرض الناس يلزمنا نوباوها ب عبر,lzm m  xm f rb w m g rn ns sn f w
عبرة اليوم بعد القديو هذايا و تريندينع متغ اليوتوب وراه عبرة كبيرا برشا,hbr lym bd lvido hny trending tlytub wrh hbr kbr brs
جى يعاون فيه على قبر بوه,jirwn fi l qbrb
تطلع الطفلة لمها,ttl tfl lm
هيا العبرة برشا ناس ما في بالهمش,hi lbr brsn smf blhms
أما يلزم يولي في بالهم,ama yilzem iwallif ibir
حاسيلو ولاد الحومة,hsl ld hm
اكاية نكونو حلينة اللغز متغ trending page,akikuno halin nalurz tatrandik page
ان شاء الله فيديو هذايا يوصل ل treanding,ncarla l vidio ida yuse nlitrending
العباد تجي على الشهرة و على الفول متاعي الباهي,fanabad zi halason wrfun tahirday
خميس بن على بن سليمان القمري ثنين و أربعين عام عندي زوز صغار نخدم شوية في الصباح شوية تاي,mimbasiman gomri siina warabeenaaan waandii si osqaar naktamashwaaya sbaac shway tahay
و العشية شوية فول,ila says e wida sis ripo
خدمتي نحبها ياسر ممتاز بيها ياسر ديما حاطين موزيك و ديما عامل جو,ntvbn hb  sr  mnsb n hti msiq dm r m s
بالنسبة للشمال يحبوا شوية جو ويحبوا شوية لعب كل يوم نشطح و ما على باليش,nsbl ssmal hbs bsw hbsnan kl ym nsth mal bris
فول عمي خميس كي تدور السند و الهند ما تلقاهوش الإقبال بلقدا بلقدا باهي ياسر,bul am ixmiz kdur zsindwlen matagiwc xbal bkdi bgdi bah iasn
من تشهرنا لاباس توا طلعت كل العباد تحبني و وليت مشهور ياسر ياسر,nann tsarnla d swt labd qrqadniwlp maswrisri
الله أعلم كل نهار بقسمه بنتي مرة عشرا مرة خمسطاش,allaha wacnum kulada hayl u kasna binti marinaa marracasha marhaka mustaar
مستورين و ناكلوا لاباس و الحمد لله,masturiin inu kulabaasig hundurida
فرحان بيها بالطبيعة فرحان بخدمتي ديما فرحان بيها هذى إلي وصلتني و الحمد لله يارب,farhanbih btnin farhan fkidntidin nfarhan bih haylihi lwaz knettim alhendul lla irb
